<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
LRHC.US,D,20250115,000000,376.72,391.84,352,372,985.84,0
LRHC.US,D,20250116,000000,376,410.96,344.96,368,2882.83,0
LRHC.US,D,20250117,000000,351.2,373.6,329.76,373.6,1254.3600000000001,0
LRHC.US,D,20250121,000000,376,432.24,372.08,400.8,1794.5400000000002,0
LRHC.US,D,20250122,000000,400,400,376.8,384,1268.88,0
LRHC.US,D,20250123,000000,400,400,339.2,353.76,7625.22,0
LRHC.US,D,20250124,000000,366,368,283.44,326.8,4203.14,0
LRHC.US,D,20250127,000000,320,379.999,312,332.8,3583.56,0
LRHC.US,D,20250128,000000,339.2,354.88,296,322.48,2312.96,0
LRHC.US,D,20250129,000000,328,423.04,308.001,403.2,4925.87,0
LRHC.US,D,20250130,000000,395.84,395.84,323.68,337.84,3941,0
LRHC.US,D,20250131,000000,340,343.92,320,343.36,1602.7200000000003,0
LRHC.US,D,20250203,000000,328,336,305.6,328,1276.13,0
LRHC.US,D,20250204,000000,318.72,327.92,308.4,316.48,1162.44,0
LRHC.US,D,20250205,000000,310.64,312,200,215.6,5569.91,0
LRHC.US,D,20250206,000000,216,246.8,204,233.84,2117.2400000000002,0
LRHC.US,D,20250207,000000,236.8,236.8,208,212.4,1181.44,0
LRHC.US,D,20250210,000000,232,232,208,220,750.567,0
LRHC.US,D,20250211,000000,216.16,222.16,176.32,192.64,2686.73,0
LRHC.US,D,20250212,000000,191.6,296,191.6,207.2,13560.5,0
LRHC.US,D,20250213,000000,208,208,160,174.72,6104.93,0
LRHC.US,D,20250214,000000,175.2,200,160,194.4,3100.6000000000004,0
LRHC.US,D,20250218,000000,184,196.32,174.96,180,2108.0400000000004,0
LRHC.US,D,20250219,000000,177.76,195.199,176.64,190.8,852.3450000000001,0
LRHC.US,D,20250220,000000,188.24,190.08,171.6,176.8,823.673,0
LRHC.US,D,20250221,000000,179.84,212,178.32,204.08,3443.52,0
LRHC.US,D,20250224,000000,208,212,184,199.12,1986.4700000000003,0
LRHC.US,D,20250225,000000,202.96,202.96,176.8,189.52,1503.28,0
LRHC.US,D,20250226,000000,187.2,191.92,184,191.04,383.425,0
